PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
6,24,3,3,6,11,0,4,10,1,1,1,5
11,24,6,8,8,40,1,14,60,17,21,1,3
4,18,1,20,9,8,1,14,10,2,7,2,4
9,10,2,21,13,17,0,6,22,0,4,1,3
16,24,87,5,76,77,1,4,34,0,1,0,3
18,57,7,8,17,5,0,125,15,1,1,1,2
1,2,0,2,0,2,0,6,11,0,0,1,5
11,23,13,9,17,19,0,4,15,1,1,1,4
30,61,18,36,35,33,1,18,51,0,2,0,2
32,24,7,19,21,11,2,6,24,0,0,1,3
17,24,2,15,7,25,1,10,28,8,4,1,3
18,24,11,20,17,11,3,19,34,0,0,0,3
20,24,6,12,8,0,2,12,18,1,3,1,3
18,24,11,20,78,11,0,19,34,0,0,0,3
18,24,6,13,15,54,1,18,8,0,4,1,3
6,19,6,3,5,4,0,19,17,2,1,2,4
17,40,4,15,15,7,4,18,17,0,1,1,3
6,24,13,11,10,14,0,15,45,0,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
27,24,28,71,44,11,63,149,57,16,47,39,0
21,41,17,9,9,38,0,18,8,1,1,1,3
6,32,9,8,14,4,2,30,3,0,1,1,3
11,17,1,19,0,19,1,5,37,1,1,1,4
65,86,29,33,35,34,2,14,27,2,21,0,0
18,24,11,20,17,11,3,19,34,1,1,1,3
19,23,11,19,14,13,0,16,7,0,1,1,4
22,24,3,10,5,9,1,7,39,0,1,1,3
22,57,10,36,22,15,2,15,66,1,1,1,3
14,25,11,20,0,11,0,6,34,0,1,1,4
22,24,3,22,7,11,1,23,34,1,1,1,3
16,33,10,33,25,15,1,8,57,0,1,1,3
11,26,11,20,0,11,0,19,50,0,1,1,3
15,50,7,39,21,5,1,15,13,5,10,7,3
8,23,9,22,22,10,1,9,22,0,1,1,4
21,25,3,8,8,7,1,18,82,0,4,3,3
18,24,11,20,17,11,3,19,34,1,1,1,3
4,17,6,16,11,7,0,21,11,2,4,4,4
29,55,29,34,37,28,1,23,28,3,24,1,2
10,31,5,24,14,3,1,11,22,3,5,5,3
6,18,8,6,10,22,0,7,22,2,1,12,4
5,11,0,3,2,4,0,12,25,0,0,0,4
4,6,1,6,3,2,0,19,36,0,1,1,5
10,36,2,19,15,11,1,4,58,0,0,1,4
26,24,12,35,21,29,1,12,28,1,2,1,2
21,38,8,30,26,19,1,15,70,0,1,1,3
30,48,42,10,66,10,1,15,17,1,1,1,2
2,5,2,11,6,12,0,7,11,0,0,0,5
8,24,17,44,16,11,2,54,40,0,3,7,3
15,24,2,14,9,3,1,9,46,0,0,1,3
15,24,12,41,22,21,0,11,26,0,0,1,3
6,12,3,9,0,31,0,12,44,0,0,1,4
30,24,15,33,22,35,1,7,30,0,0,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
13,27,8,4,7,4,1,13,10,2,0,2,3
47,24,12,34,22,30,1,12,32,0,0,1,1
11,23,2,17,15,13,0,3,24,1,5,1,4
19,43,8,24,16,24,1,17,43,1,6,0,3
81,77,81,56,69,11,2,47,26,0,0,1,0
9,24,8,9,14,40,1,12,19,0,13,1,4
8,15,2,19,9,10,0,8,27,0,4,1,4
6,24,3,6,2,11,11,13,29,0,0,1,3
8,15,0,6,2,3,1,6,46,1,1,1,4
2,5,0,2,1,0,1,2,13,1,1,1,4
19,37,3,54,46,10,1,6,18,2,4,9,3
18,24,11,20,35,11,2,19,34,0,0,0,3
1,6,1,20,0,0,0,3,8,0,0,0,3
2,7,4,10,3,3,0,14,37,0,0,0,4
18,24,3,2,4,11,1,8,24,0,0,0,3
11,24,7,47,13,11,1,64,104,0,1,0,3
19,51,11,20,17,40,0,5,53,0,1,1,3
12,27,11,4,9,4,1,14,15,3,1,4,3
1,2,0,2,0,2,0,6,28,0,0,1,5
18,24,11,20,17,11,3,19,34,1,1,1,3
6,24,3,10,9,15,1,4,27,0,2,1,4
57,24,13,25,17,11,2,16,13,2,7,1,1
10,25,18,5,13,21,2,57,23,0,0,1,4
9,21,3,18,15,8,1,7,43,0,0,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
30,65,12,8,10,11,0,37,37,0,0,1,2
56,90,26,39,24,37,1,31,42,4,9,1,1
18,4,0,2,1,1,1,1,25,1,1,1,4
28,24,2,8,2,11,3,14,16,1,0,1,3
18,24,73,28,71,11,162,42,33,0,0,0,3
9,26,2,12,9,11,1,5,38,0,0,1,4
37,24,3,17,16,11,8,114,29,6,13,4,1
48,104,21,14,21,11,3,9,24,0,2,1,0
10,24,6,14,17,11,3,5,18,1,2,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
12,25,14,17,25,11,2,26,65,0,1,1,3
23,24,5,10,10,7,1,11,16,0,1,1,4
12,24,4,12,13,11,1,11,42,1,1,1,3
9,17,3,9,9,17,1,10,70,0,0,1,3
20,34,20,29,26,27,1,12,23,1,11,0,2
31,51,32,30,36,11,2,9,17,1,3,1,2
24,42,16,25,21,11,0,19,51,1,1,1,3
17,40,4,15,15,6,4,16,26,0,1,1,3
15,24,2,10,9,41,2,12,46,1,149,1,3
18,24,7,11,8,13,2,4,27,9,2,1,3
18,24,11,20,34,11,0,19,34,0,0,0,3
13,23,2,21,10,8,1,11,58,2,4,1,4
0,3,3,20,2,14,2,3,34,0,0,0,4
24,24,5,10,11,45,1,19,30,0,1,1,3
13,25,1,21,9,7,1,10,86,2,4,1,3
10,12,5,17,18,2,1,15,39,0,0,1,4
18,24,11,20,10,11,0,19,34,0,0,0,3
80,107,22,34,32,29,2,23,42,2,11,1,0
3,8,4,8,3,5,0,7,23,0,1,0,4
15,24,8,20,17,11,1,5,42,0,1,1,4
7,11,2,5,7,2,0,16,5,0,1,1,4
62,89,38,42,22,18,1,47,46,1,6,1,1
6,16,4,6,9,7,0,9,38,2,1,1,4
21,24,5,7,17,11,3,4,44,0,9,1,2
10,20,3,24,12,11,0,10,43,0,7,3,4
4,16,1,11,5,5,0,9,30,1,3,2,4
16,24,6,69,26,11,1,13,39,0,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
23,24,7,15,17,11,2,9,6,0,1,1,3
18,24,11,32,15,11,0,7,10,0,0,1,3
23,36,17,24,20,11,38,76,34,1,1,1,0
24,25,7,26,24,20,3,10,55,1,5,1,2
18,24,11,20,17,11,0,19,34,0,0,0,3
11,24,2,17,8,15,0,6,32,1,4,1,4
10,34,4,10,17,12,1,6,17,0,4,23,3
47,53,44,25,53,13,5,16,12,0,0,5,1
23,66,8,29,26,34,1,21,68,1,1,0,2
18,24,11,20,17,11,3,19,34,1,1,1,3
13,7,3,15,10,11,1,10,28,1,2,0,3
8,15,7,10,18,3,0,14,2,0,1,1,4
15,24,3,8,5,11,0,5,25,0,0,1,4
10,24,5,9,10,11,0,10,32,1,1,1,3
18,24,13,77,71,11,1,2,30,0,0,0,3
7,15,0,3,1,6,3,26,31,0,0,0,4
21,45,33,28,38,11,2,10,39,1,3,1,3
16,25,7,41,9,26,0,59,66,0,0,0,3
9,12,0,1,0,2,0,10,24,0,0,1,4
2,7,2,6,4,18,0,2,34,1,0,1,5
3,12,16,6,18,12,0,10,5,0,1,1,4
12,24,1,9,8,11,0,2,22,0,2,0,3
23,33,5,29,15,15,0,9,44,0,3,0,3
15,24,6,12,8,158,0,16,26,0,1,1,3
7,24,3,6,8,11,0,10,17,0,0,0,3
5,5,0,22,17,11,2,7,17,0,0,1,3
24,24,5,9,11,11,2,7,12,0,0,0,3
47,107,18,28,24,11,0,10,28,0,0,1,1
18,24,11,20,64,11,0,19,34,0,0,0,3
62,27,7,12,14,7,2,11,27,1,5,3,1
8,18,4,9,7,8,1,7,52,0,2,1,3
23,24,3,10,3,11,2,46,105,0,1,1,3
25,44,2,40,18,13,1,31,39,0,0,0,2
30,49,13,16,17,11,3,8,28,0,0,1,2
7,20,3,7,7,6,1,10,20,0,2,0,4
9,24,2,26,12,9,1,10,61,1,1,1,4
31,56,24,85,51,8,1,52,20,0,0,0,2
8,1,6,6,8,30,1,7,30,0,0,1,4
22,47,13,16,21,69,0,12,30,1,1,1,3
9,21,3,18,11,17,0,8,51,0,0,0,3
15,25,6,23,18,11,1,6,54,0,1,1,3
23,47,11,39,36,21,1,14,73,1,4,1,2
14,42,7,34,27,16,1,14,45,0,4,1,3
10,24,4,6,3,11,1,5,49,0,0,1,4
76,24,69,52,67,46,3,10,28,0,2,1,0
5,17,4,13,7,14,0,12,16,0,2,0,4
3,12,1,7,3,5,0,15,38,0,0,0,4
2,8,3,6,2,3,0,5,27,0,0,0,5
2,11,0,4,2,4,0,16,34,0,0,0,5
18,24,11,20,17,11,3,19,34,1,1,1,3
5,13,52,11,19,4,0,5,28,1,2,1,4
9,24,3,6,4,11,0,10,26,0,0,1,4
127,166,4,24,14,11,2,19,13,1,3,1,0
21,46,30,44,59,24,1,8,21,1,4,2,3
36,67,3,7,9,1,2,20,6,0,1,1,1
7,18,2,11,5,11,0,25,37,1,9,2,4
15,27,1,24,11,8,1,9,88,1,2,1,3
140,23,11,13,18,7,2,11,36,1,7,4,0
5,11,17,7,18,19,0,7,37,1,1,1,4
110,24,10,49,17,11,2,15,30,1,2,1,0
38,24,8,17,8,7,1,10,27,1,3,1,3
19,31,6,14,12,23,12,5,25,1,3,8,2
35,24,25,33,25,34,1,8,28,2,6,1,2
22,47,17,10,19,45,1,8,27,0,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
10,16,0,4,2,3,0,5,66,1,1,1,4
21,38,4,7,13,4,0,13,4,0,1,1,3
8,24,2,20,10,19,6,3,42,20,95,1,3
7,24,4,5,5,8,1,6,48,8,2,1,4
23,31,20,26,21,11,2,11,9,1,3,1,3
2,3,7,0,8,12,0,8,0,5,6,1,5
14,25,7,28,17,40,0,11,34,0,0,1,4
8,15,3,15,8,9,0,5,23,0,4,0,4
4,8,3,12,12,15,0,8,34,0,0,1,4
9,24,1,10,8,11,0,2,12,3,1,1,4
18,24,2,4,2,11,0,2,58,1,1,1,3
18,42,3,15,14,6,4,16,28,0,1,1,3
12,26,12,14,13,6,2,21,13,2,5,3,3
18,24,11,20,17,11,3,19,34,1,1,1,3
15,24,5,13,10,34,3,11,29,0,0,1,3
6,24,1,9,4,11,1,25,29,0,0,1,4
15,31,15,8,17,6,2,52,66,1,1,1,3
27,39,19,7,32,13,1,15,18,0,1,1,2
42,24,3,12,17,11,1,16,83,0,1,1,1
47,24,43,79,36,11,5,51,50,1,9,7,1
5,8,6,2,17,0,0,18,21,1,1,1,4
18,24,3,14,9,39,3,18,30,0,0,1,3
14,30,11,20,0,11,0,6,34,0,1,1,3
6,9,7,13,5,6,0,9,34,0,4,0,4
10,24,5,16,6,11,2,67,55,0,4,10,4
20,45,2,11,5,7,0,21,43,0,1,1,3
27,24,3,5,5,7,1,15,5,0,2,0,3
7,24,11,20,0,11,0,19,34,0,0,1,3
12,24,8,55,15,11,1,51,113,2,34,33,2
18,24,11,20,0,0,0,19,34,0,0,0,3
12,15,2,6,7,8,3,16,16,2,1,1,3
24,24,51,83,39,11,115,80,34,11,31,19,0
18,24,11,20,17,11,3,19,34,0,0,0,3
10,24,13,41,14,11,0,31,63,1,18,21,4
7,34,2,19,17,12,0,12,34,0,0,1,3
10,25,7,7,9,13,0,8,16,2,0,13,4
10,21,4,23,17,9,1,7,44,0,8,1,3
9,15,1,9,4,11,0,17,45,0,0,0,4
18,24,11,20,17,11,0,19,34,1,1,1,3
9,24,12,14,18,11,27,22,11,3,6,13,1
18,24,11,20,18,11,0,19,34,0,0,0,3
4,10,4,11,7,14,1,9,17,0,1,1,4
24,50,25,36,34,23,1,22,37,2,22,1,2
30,59,22,35,30,23,1,14,36,2,16,4,2
20,40,7,18,20,6,5,11,14,0,1,1,3
17,35,9,14,19,17,1,29,41,0,5,1,3
13,28,25,37,47,11,3,24,57,0,1,1,3
34,24,16,28,21,11,37,45,2,5,23,3,0
9,18,10,9,16,3,0,19,20,1,1,8,4
5,8,6,5,13,1,0,18,17,7,1,1,5
12,30,4,19,0,20,0,6,46,0,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
57,80,115,58,39,39,1,29,35,3,10,1,1
25,24,2,22,9,11,0,10,58,0,0,1,2
17,26,16,52,30,10,2,24,56,5,8,17,3
9,24,1,10,7,11,0,3,12,0,0,1,4
4,6,6,6,10,31,1,6,54,0,0,1,4
12,28,5,20,17,33,0,13,51,0,1,1,3
18,32,14,18,6,22,0,7,33,0,0,0,3
18,24,11,20,27,11,1,19,34,0,0,0,3
45,24,6,14,0,11,3,7,14,0,1,1,1
28,24,1,2,2,11,1,5,3,0,0,0,2
18,24,11,20,53,11,0,19,34,0,0,0,3
18,24,8,14,18,36,1,15,24,0,3,1,3
21,24,7,53,14,11,1,35,86,1,19,16,3
18,24,7,23,24,11,1,5,39,0,0,1,3
2,4,3,11,6,7,0,23,29,0,0,0,5
121,26,14,29,8,21,0,8,54,0,1,1,0
3,11,5,15,4,6,0,3,57,0,0,0,3
17,24,0,8,17,11,3,28,23,0,1,1,2
10,21,8,20,14,7,0,3,35,1,5,4,4
13,49,2,9,8,14,0,15,51,0,0,1,3
6,8,4,6,8,31,1,8,49,0,0,1,4
11,34,5,21,0,17,0,3,56,0,0,1,3
17,42,1,11,7,13,1,11,97,0,0,1,3
26,57,8,85,40,7,1,87,26,0,0,0,2
18,24,11,20,17,11,3,19,34,1,1,1,3
46,24,15,27,13,11,2,65,41,0,1,3,1
5,11,10,13,18,11,1,29,36,0,1,1,4
10,24,4,6,2,11,2,11,32,0,0,1,3
6,14,4,16,9,7,0,7,27,0,5,1,4
50,86,1,17,4,1,3,39,19,0,1,1,1
35,24,50,109,43,11,112,133,34,14,33,23,0
15,50,4,26,21,11,2,13,14,0,1,1,3
29,40,2,35,16,12,1,8,24,0,0,0,2
8,24,3,10,10,1,1,8,13,0,0,1,4
10,24,4,7,3,11,1,5,46,0,0,1,4
12,14,0,29,22,11,1,18,55,0,0,1,4
16,35,36,12,27,1,1,27,9,1,0,1,3
10,29,12,43,28,11,27,147,81,64,208,1,0
42,24,17,38,28,36,1,12,76,1,0,1,1
33,24,5,16,3,11,1,6,15,1,2,1,1
18,24,11,20,52,11,0,19,34,0,0,0,3
18,24,1,27,22,10,0,19,34,1,2,1,3
4,29,0,3,2,7,0,16,70,1,1,1,3
4,6,8,22,17,9,0,4,22,1,1,1,5
18,24,11,20,48,11,0,19,34,0,0,0,3
16,25,12,35,17,10,2,42,29,2,4,12,3
27,46,9,31,0,22,1,5,44,0,1,1,3
13,39,31,22,43,11,3,26,51,1,1,1,3
13,56,14,28,30,26,1,11,44,0,2,1,3
46,24,23,32,17,11,3,11,66,2,6,1,1
4,9,5,6,17,4,3,4,86,1,1,1,3
6,8,0,2,0,3,0,2,3,1,1,1,3
11,26,21,21,34,11,3,20,41,0,1,1,3
18,24,11,20,15,11,0,19,34,0,0,0,3
8,20,20,20,32,8,1,11,21,5,9,4,4
51,81,9,5,11,1,2,12,9,0,1,1,1
18,24,11,20,17,11,3,19,34,1,1,1,3
19,37,16,34,81,30,2,14,55,2,7,1,2
9,33,4,7,5,19,1,5,47,5,3,1,4
14,24,2,9,9,11,6,53,21,2,3,0,3
18,32,2,19,9,10,0,8,30,0,3,0,3
42,67,80,86,111,18,1,24,25,11,15,1,1
5,12,6,19,17,27,0,12,26,0,2,1,4
31,24,7,32,18,33,1,11,43,0,7,1,1
24,24,67,74,114,11,2,2,13,0,0,0,2
18,24,25,19,36,11,2,8,7,0,1,1,3
9,24,4,11,13,2,1,9,26,0,1,1,4
4,8,1,9,4,3,1,7,34,1,1,1,4
18,7,5,6,17,4,2,6,76,1,1,1,3
5,12,0,3,1,1,0,1,32,1,1,1,4
52,76,12,31,22,37,1,9,25,2,12,0,1
8,24,6,10,10,16,2,16,22,5,0,1,3
10,11,3,15,1,29,0,4,21,1,2,1,4
4,9,4,11,7,7,1,9,35,1,1,1,4
18,24,5,52,12,11,12,66,71,2,18,10,2
6,16,11,20,0,11,0,19,76,0,1,1,3
43,57,17,33,31,36,2,22,61,1,5,0,1
72,100,62,78,114,37,2,26,28,18,34,1,0
11,41,3,20,10,8,1,19,10,3,2,1,3
18,4,5,6,17,4,3,7,5,1,1,1,3
7,24,6,12,10,17,2,23,27,1,1,1,4
7,22,11,20,0,22,0,5,12,0,0,1,4
6,16,5,19,11,11,1,12,19,1,7,1,3
4,10,3,20,2,13,3,3,34,0,1,0,3
6,23,21,18,32,11,2,15,37,0,1,1,4
69,24,8,14,7,11,3,40,23,0,1,2,0
18,24,11,20,10,11,0,19,34,0,0,0,3
17,24,32,8,33,11,0,1,19,0,0,0,2
7,14,5,11,8,17,0,13,35,0,4,1,4
23,45,4,21,20,2,2,4,18,2,4,8,2
8,21,3,24,12,14,1,6,47,0,2,4,4
18,24,11,20,17,11,3,19,34,1,1,1,3
8,17,1,6,6,7,1,7,39,0,1,1,4
6,24,4,24,11,22,1,4,3,3,2,1,4
28,52,10,19,23,7,6,14,17,1,1,1,1
8,47,20,20,14,5,4,38,5,0,1,1,2
6,26,12,7,11,23,0,15,32,2,1,12,4
12,28,21,11,19,32,1,11,10,3,0,1,3
11,24,2,10,8,11,1,6,35,0,1,1,3
5,8,4,20,8,11,1,5,23,0,0,1,4
18,24,4,7,6,11,3,9,9,1,1,1,3
25,43,21,29,39,13,1,15,26,4,1,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
5,8,2,11,13,11,1,4,20,0,0,1,4
18,24,11,20,10,11,0,19,34,0,0,0,3
24,40,11,20,17,11,1,15,8,6,1,1,2
14,26,9,15,25,5,1,13,2,0,1,1,4
35,65,11,17,18,11,2,6,21,1,1,1,1
10,27,4,6,7,4,1,11,32,0,2,3,4
6,27,5,24,13,26,1,12,65,1,1,1,4
73,24,92,37,106,11,3,1,8,0,0,0,0
38,80,55,65,73,31,2,22,126,1,6,1,0
9,30,16,6,17,6,1,34,54,1,1,1,3
6,24,4,6,8,29,1,8,49,0,0,1,4
11,24,7,10,13,11,1,2,14,0,0,0,3
18,24,11,20,7,11,0,19,34,0,0,0,3
5,15,1,9,4,6,0,7,25,0,0,0,4
18,45,8,31,20,23,1,19,68,1,13,2,3
12,17,4,9,11,32,0,23,33,0,0,1,3
7,13,10,13,16,11,1,12,35,0,1,1,4
18,24,11,20,9,11,0,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,0,0,0,3
5,11,3,18,16,8,1,7,14,0,3,1,4
4,17,12,6,15,7,0,12,11,0,1,1,4
18,84,6,8,17,4,3,77,14,1,1,1,1
18,7,11,20,0,11,0,7,49,0,0,1,4
3,4,4,15,15,5,1,23,44,0,1,1,4
11,17,0,7,3,3,1,6,58,1,1,1,4
13,24,5,12,6,18,1,12,20,0,1,1,3
4,11,0,7,3,24,0,15,26,1,0,1,5
2,10,8,18,12,32,1,7,38,1,1,1,4
20,30,2,21,10,8,1,17,96,2,4,5,3
42,24,5,14,15,11,1,10,40,1,1,1,1
4,8,1,6,3,9,0,20,39,0,0,0,4
4,24,11,20,29,11,1,35,38,0,1,1,4
4,11,2,8,5,10,0,14,36,0,0,0,4
18,74,4,5,17,4,0,19,26,1,1,1,2
4,9,5,19,11,10,0,7,12,0,7,4,5
16,30,10,26,29,16,1,13,53,6,10,3,3
20,18,6,35,17,46,1,4,34,1,0,1,3
6,19,9,14,19,11,1,15,40,0,1,1,4
12,28,3,10,7,3,1,5,66,3,1,2,3
5,24,16,7,17,6,1,33,27,1,1,1,4
18,24,34,18,42,11,3,5,13,0,1,1,3
4,14,6,14,9,23,3,2,35,0,0,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
62,24,16,8,9,11,3,42,33,2,13,21,1
19,35,14,46,42,22,1,28,72,2,6,1,3
58,80,20,28,30,11,1,13,45,1,2,1,1
6,24,12,16,3,11,8,7,20,0,0,1,3
11,20,3,22,20,4,1,5,21,0,6,1,4
12,24,4,11,13,28,1,5,23,0,0,1,4
8,19,8,20,17,12,1,8,23,0,1,1,4
7,17,4,18,14,11,1,8,46,0,0,1,4
9,16,4,22,11,11,1,6,34,0,0,1,4
12,24,3,8,6,8,1,8,47,6,6,1,4
33,24,5,6,6,11,1,15,16,1,4,10,1
18,24,11,20,0,11,0,19,34,0,0,0,3
12,14,7,20,0,11,0,11,45,0,0,1,4
42,24,37,64,32,11,2,75,76,5,18,45,1
13,31,15,30,28,9,1,10,24,0,1,1,3
16,25,9,11,12,11,0,13,53,0,0,1,3
18,22,5,6,17,5,0,58,18,1,1,1,3
11,25,1,16,7,3,1,23,39,0,0,0,3
12,20,0,1,0,1,0,11,22,0,0,1,4
18,24,11,20,17,11,0,19,34,1,1,1,3
7,24,6,11,10,19,2,15,24,1,1,1,4
15,28,11,20,0,11,2,83,34,0,0,1,3
6,24,4,7,9,11,0,9,11,0,1,0,4
11,24,23,57,23,11,2,67,48,0,5,10,3
6,8,1,4,2,6,0,18,24,0,1,1,5
5,14,12,4,15,3,0,19,23,7,1,1,4
10,20,10,21,18,25,1,12,27,1,15,0,3
11,26,6,23,15,29,1,12,30,1,11,1,3
18,24,56,7,27,11,3,3,18,9,3,1,3
18,24,4,18,9,14,1,5,65,1,0,1,3
7,27,2,5,3,10,0,17,54,1,1,1,3
10,24,20,42,28,11,44,193,16,2,16,1,0
13,24,10,16,11,26,1,5,27,1,5,1,4
46,24,9,28,17,11,2,8,79,1,4,1,1
23,37,45,60,79,29,1,11,35,6,8,1,3
18,24,11,20,17,11,0,19,34,1,1,1,3
9,18,6,20,18,20,1,13,25,0,1,1,4
18,26,11,8,23,16,1,21,18,1,1,1,3
15,27,5,6,17,4,3,35,45,1,1,1,3
26,72,32,29,49,16,1,19,70,2,10,5,1
22,38,5,14,9,11,12,76,23,2,17,3,2
18,24,11,20,17,11,3,19,34,1,1,1,3
18,42,5,6,17,11,0,61,11,1,1,1,3
15,29,2,9,5,13,1,19,57,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
19,34,8,15,19,6,5,10,13,1,1,1,3
21,86,17,20,13,5,3,30,9,0,1,1,2
10,22,5,4,4,28,2,11,6,1,1,1,3
5,13,1,6,3,4,0,12,29,1,1,0,4
20,44,14,53,31,3,1,40,35,0,0,0,3
11,13,0,21,17,11,1,11,56,0,0,1,4
14,15,29,24,27,31,1,24,20,0,0,1,3
18,24,11,20,13,11,0,19,34,0,0,0,3
2,6,2,6,7,6,0,6,20,2,7,1,5
3,7,2,7,7,8,0,8,41,0,3,0,4
2,24,4,6,8,11,1,7,9,0,0,0,3
20,51,8,12,14,11,1,2,42,0,0,1,3
4,4,6,5,8,2,2,11,19,0,0,1,4
16,21,16,8,17,6,1,33,54,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
36,37,9,20,19,38,13,6,14,1,3,4,1
16,24,3,5,4,120,0,4,33,0,3,1,3
25,24,7,21,13,28,1,10,44,0,0,1,3
15,34,2,11,11,5,4,16,26,0,1,1,3
21,24,2,17,17,11,1,14,35,0,2,1,3
5,24,19,21,4,12,0,19,34,0,0,1,4
19,49,13,3,12,9,0,5,50,0,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
15,38,6,28,0,21,1,10,70,0,1,1,3
29,24,2,29,17,11,2,7,23,0,2,1,2
16,32,1,14,12,3,0,1,36,2,5,1,3
21,37,4,40,19,19,1,14,59,1,1,1,3
9,22,5,16,12,16,0,7,17,0,1,0,4
7,35,7,6,17,7,0,10,6,0,0,37,3
59,91,9,40,24,11,2,71,40,1,3,1,1
5,5,0,42,33,11,0,8,22,0,0,1,3
28,24,6,12,8,1,1,14,19,1,0,1,1
3,12,9,8,14,4,2,49,1,0,1,1,4
11,24,5,19,11,15,1,3,15,0,1,1,4
19,34,2,19,9,9,0,15,38,0,2,2,3
18,24,11,20,0,11,0,19,34,0,0,0,3
41,24,19,73,42,21,2,24,17,0,8,1,1
24,17,5,6,17,4,3,9,33,1,1,1,3
21,24,1,16,13,11,3,33,46,0,0,0,2
4,16,21,23,21,19,1,8,10,0,1,1,4
16,33,9,29,30,15,1,21,31,12,18,3,3
18,24,11,20,17,11,0,19,34,1,1,1,3
33,24,6,20,12,19,1,8,20,0,0,1,1
9,13,34,1,30,6,1,4,34,0,0,0,4
11,24,9,20,3,11,3,14,11,0,0,1,3
6,24,9,13,10,71,1,22,14,0,0,1,4
15,33,3,34,16,13,1,11,45,1,5,3,3
18,24,11,20,17,11,3,19,34,1,1,1,3
4,12,2,11,6,8,0,15,18,0,0,0,5
10,22,5,16,14,11,1,6,45,0,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
16,33,9,33,24,10,1,8,50,0,3,1,3
18,24,11,20,13,11,0,19,34,0,0,0,3
50,65,28,45,45,32,2,25,53,2,7,0,1
17,54,10,18,15,11,0,10,49,1,3,1,3
6,14,74,14,50,6,0,14,41,0,0,1,3
10,24,3,7,17,11,0,4,18,0,0,1,4
4,15,13,12,17,17,1,9,13,0,1,1,4
18,24,2,18,16,6,1,19,25,2,0,1,3
15,41,3,30,14,9,0,19,26,1,20,25,3
13,36,3,5,3,11,0,21,25,0,0,1,3
3,8,7,7,8,54,2,7,6,0,1,1,3
11,23,5,23,16,13,1,6,65,0,2,1,3
27,51,30,47,62,20,1,35,47,12,18,5,2
23,24,26,58,22,11,58,110,32,2,18,10,0
12,24,5,12,9,21,1,6,33,1,3,1,4
7,13,1,8,9,9,0,17,18,0,1,1,4
6,21,3,26,11,11,1,27,56,3,18,5,3
28,44,6,7,17,4,3,70,54,1,1,1,2
6,24,4,11,6,75,1,8,12,0,1,1,4
5,24,0,5,2,3,30,2,7,0,4,1,2
18,11,1,9,4,5,3,15,29,0,0,1,5
16,24,2,6,3,11,0,4,31,0,0,1,1
14,20,0,6,2,4,1,6,63,1,1,1,4
10,24,4,15,9,8,1,7,36,0,0,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
20,24,11,24,28,11,26,20,31,0,4,1,1
9,14,6,9,12,7,0,16,23,0,1,1,4
17,24,11,20,17,11,0,2,27,1,1,1,3
5,9,6,8,11,6,1,10,22,0,1,1,4
83,118,76,59,81,45,4,23,39,5,41,2,0
18,24,11,20,17,11,0,19,34,0,0,0,3
11,24,8,7,10,17,3,16,19,0,0,1,3
30,24,3,2,4,11,2,9,18,0,0,0,1
6,16,4,20,12,22,1,12,22,0,1,0,4
18,24,7,21,22,11,0,8,52,0,5,2,3
55,96,99,55,96,38,4,24,33,5,52,6,1
16,23,2,5,4,4,2,6,40,1,1,1,3
11,23,7,30,16,6,0,15,21,1,18,14,4
18,24,8,10,15,11,0,4,18,0,2,0,3
6,7,5,11,12,13,0,7,34,0,0,1,4
19,24,5,8,10,199,1,2,23,1,1,1,3
6,9,3,13,7,11,7,21,34,0,4,1,3
24,46,15,39,26,10,1,18,51,2,4,3,2
5,9,1,5,3,2,1,6,31,1,1,1,4
5,13,9,16,17,8,1,8,18,0,1,1,4
18,24,11,20,17,11,0,19,34,0,0,0,3
4,24,6,19,12,20,0,12,7,0,0,1,4
10,25,17,30,27,11,38,124,51,3,44,2,0
6,9,1,7,8,5,0,24,40,0,1,1,4
18,33,5,36,18,2,1,30,21,4,6,5,3
8,13,1,5,2,23,2,8,4,0,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,0
10,17,40,28,31,14,1,13,12,1,2,0,4
16,24,33,53,25,11,73,69,53,2,18,10,0
18,24,11,20,0,11,0,19,34,0,0,0,3
10,23,10,27,12,19,2,6,31,0,0,1,4
9,24,3,16,8,10,2,5,29,0,3,1,4
3,7,5,13,4,12,0,3,35,0,0,0,4
18,24,6,8,8,59,1,9,30,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
